index,original_text,translation,has_translation,original_length,translation_length,length_ratio,original_word_count,translation_word_count,word_count_ratio,original_char_count,translation_char_count,char_count_ratio,original_sentence_count,translation_sentence_count,fuzzy_similarity,detected_language
256,"For each compound, what is the maximum number of clinical trials and the total number of clinical trials conducted, sorted by the total number of clinical trials in descending order?","Her bileşik için, klinik çalışmaların toplam sayısı ve aşağıdaki sırada yapılan klinik çalışmaların toplam sayısı ile düzenlenen toplam klinik çalışma sayısı nedir?",True,182,164,0.9010989010989011,30.0,22.0,0.7333333333333333,182.0,164.0,0.9010989010989011,1.0,1.0,0.34,tr
257,Which director has directed the maximum quantity of episodes listed in the table?,Hangi yönetmen masadaki en fazla bölümü yönetti?,True,81,48,0.5925925925925926,13.0,7.0,0.5384615384615384,81.0,48.0,0.5925925925925926,1.0,1.0,0.29,tr
258,"Among the Itanium 2 models with more than one core, what are the average FSB speeds and their corresponding model numbers?","Birden fazla çekirdek olan Itanium işlemcisi 2 modelleri arasında, FSB'nin ortalama hızları ve buna karşılık gelen model numaraları nelerdir?",True,122,141,1.1557377049180328,21.0,19.0,0.9047619047619048,122.0,141.0,1.1557377049180328,1.0,1.0,0.4,tr
259,"What is the total number of goals scored by each player across their league appearances, Scottish Cup matches, League Cup matches, and Challenge Cup matches, sorted by the total league goals in descending order?","Her oyuncu, lig oyunları, İskoç Kupası maçları, Lig Kupası maçları ve Çalaşma Kupası maçları boyunca toplam lig gollerinin sırasıyla sıraladığı toplam gol sayısı nedir?",True,211,168,0.7962085308056872,34.0,24.0,0.7058823529411765,211.0,168.0,0.7962085308056872,1.0,1.0,0.33,tr
260,What is the average total score for each year during weeks 1 to 6?,1 ila 6 hafta boyunca her yıl ortalama toplam puan nedir?,True,66,57,0.8636363636363636,14.0,11.0,0.7857142857142857,66.0,57.0,0.8636363636363636,1.0,1.0,0.3,tr
261,"What were the maximum, minimum, average, and total number of truck loads north for each year?","Her yıl kuzeyde yüklenen kamyonların en fazla, en az, ortalama ve toplam sayısı neydi?",True,93,86,0.9247311827956989,16.0,14.0,0.875,93.0,86.0,0.9247311827956989,1.0,1.0,0.19,tr
262,What are the details of the clubs that have the highest points scored?,En yüksek puan alan kulüplerin detayları nelerdir?,True,70,50,0.7142857142857143,13.0,7.0,0.5384615384615384,70.0,50.0,0.7142857142857143,1.0,1.0,0.32,tr
263,What are the total revenues and the count of daimyōs for each revenue level in the Nishi-Ōhira Domain list?,Nishi-Ōhira Domain listesindeki her gelir seviyesine göre toplam gelirler ve daimyōs sayımı nedir?,True,107,98,0.9158878504672897,20.0,14.0,0.7,107.0,98.0,0.9158878504672897,1.0,1.0,0.39,tr
264,"What is the count of each unique Colt model found in the table, organized from highest to lowest frequency?",Tablodaki en yüksek frekanstan en düşük frekansına kadar düzenlenen her eşsiz Colt modelinin sayısı nedir?,True,107,106,0.9906542056074766,19.0,15.0,0.7894736842105263,107.0,106.0,0.9906542056074766,1.0,1.0,0.28,tr
265,"For each model, how many have a flat top rear sight, and how many have a case deflector? What is the average barrel length in inches?",Her model için kaç tane düz üst arka görüşlü ve kaç tane de kap deflektorlu?,True,133,76,0.5714285714285714,26.0,15.0,0.5769230769230769,133.0,76.0,0.5714285714285714,2.0,1.0,0.37,tr
266,"Calculate the average presence of S-1, S-2, and S-3 fire controls for LE series models equipped with a 4th generation stock.","4. nesil stokla donatılmış LE serisi modellerinde S-1, S-2 ve S-3 yangın kontrollerinin ortalama varlığını hesaplayın.",True,124,118,0.9516129032258065,21.0,16.0,0.7619047619047619,124.0,118.0,0.9516129032258065,1.0,1.0,0.32,tr
267,"Provide a list of Colt model numbers along with their counts from the Diemaco/Colt Canada models table, ordered by count in descending order.",Diemaco/Colt Canada model tablolarından Colt model numaralarının bir listesini ve sayımlarını aşağıdaki sırada sayımla sıralayın.,True,141,129,0.9148936170212766,24.0,16.0,0.6666666666666666,141.0,129.0,0.9148936170212766,1.0,1.0,0.41,tr
268,"For each city/town in Galicia, could you give me the average July temperature, the maximum amount of rainfall recorded, the percentage of years with 141/19 days of rain, the count of frost occurrences, and the total sunlight hours?","Galicia'daki her şehir/kenti için Temmuz ayının ortalama sıcaklığını, en fazla yağmur miktarını, yağmur günlerinin yüzde 141/19'unu, dondurma olaylarının sayısını ve toplam güneş saatlerini bana verebilir misiniz?",True,231,213,0.922077922077922,39.0,27.0,0.6923076923076923,231.0,213.0,0.922077922077922,1.0,1.0,0.07,tr
269,"What are the constituencies, electorates, spoiled votes, and the difference between the Total poll percentage and the For percentage for rows where this difference exceeds 20%","Seçim bölgeleri, seçmenler, bozmuş oylar ve toplam oylama yüzdesi ile % 20'den fazla olan sıralar için %F arasındaki fark nedir?",True,175,128,0.7314285714285714,26.0,19.0,0.7307692307692307,175.0,128.0,0.7314285714285714,1.0,2.0,0.3,tr
270,"What is the average number of viewers for each episode, writer, and director combination?","Her bölüm, yazar ve yönetmen birleştirilmesi için ortalama izleyicilerin sayısı nedir?",True,89,86,0.9662921348314607,14.0,11.0,0.7857142857142857,89.0,86.0,0.9662921348314607,1.0,1.0,0.21,tr
271,Could you provide me with the list of players who were part of the FIBA EuroBasket 2007 squads?,FIBA EuroBasket 2007 takımlarının bir parçası olan oyuncuların listesini bana verebilir misiniz?,True,95,96,1.0105263157894737,18.0,12.0,0.6666666666666666,95.0,96.0,1.0105263157894737,1.0,1.0,0.26,tr
272,"What is the average total viewership for each series, sorted by the average in descending order?","Her dizide ortalama toplam izleyiciler sayısı, düşen sırada ortalama ile sıralanmış olarak ne kadar?",True,96,100,1.0416666666666667,16.0,14.0,0.875,96.0,100.0,1.0416666666666667,1.0,1.0,0.33,tr
273,"Which years saw champions from New Jersey, New York, Pennsylvania, and Washington, D.C. when these regions all had winners?","Hangi yıllarda New Jersey, New York, Pennsylvania ve Washington, DC'den şampiyonlar geldi?",True,123,90,0.7317073170731707,19.0,12.0,0.631578947368421,123.0,90.0,0.7317073170731707,1.0,1.0,0.69,tr
274,Show the club names and the captain and vice-captain players where applicable.,Kulüp isimlerini ve geçerli olduğunda kaptan ve takım başkan yardımcısı oyuncularını göster.,True,78,92,1.1794871794871795,13.0,12.0,0.9230769230769231,78.0,92.0,1.1794871794871795,1.0,1.0,0.31,tr
275,"For each year, what are the total number of rounds played, the sum of second-place finishes, the sum of third-place finishes, the average earnings, and the total number of rounds played?","Her yıl için oynanan turların toplam sayısı, ikinci, üçüncü, ortalama kazanç ve oynanan turların toplam sayısı nedir?",True,186,117,0.6290322580645161,33.0,17.0,0.5151515151515151,186.0,117.0,0.6290322580645161,1.0,1.0,0.18,tr
276,"In which county did Kerry and Bush receive the most combined votes (including those for others), considering only counties where there were more than zero votes for others, and how many votes did they receive together?","Kerry ve Bush hangi ilçede en çok birleşik oy aldılar (başkaları için olanlar da dahil olmak üzere), sadece diğerleri için sıfırdan fazla oy olan ilçeler dikkate alındığında ve birlikte kaç oy aldılar?",True,218,201,0.9220183486238532,36.0,32.0,0.8888888888888888,218.0,201.0,0.9220183486238532,1.0,1.0,0.18,tr
277,"For each year listed, what is the maximum points scored, the minimum rebounds, the sum of assists, the count of unique steals, and the count of unique blocks?","Her yıl için en fazla puan, en az atış, yardım toplamı, eşsiz çalıntılar ve eşsiz bloklar sayımı nedir?",True,158,103,0.6518987341772152,28.0,18.0,0.6428571428571429,158.0,103.0,0.6518987341772152,1.0,1.0,0.28,tr
278,"For each year at the Nike Hoop Summit, identify the year with the maximum points scored and the minimum number of rebounds recorded","Nike Hoop Zirvesi'nde her yıl için, en fazla puan ve en az atış sayı kaydedilen yıl belirleyin.",True,131,95,0.7251908396946565,23.0,17.0,0.7391304347826086,131.0,95.0,0.7251908396946565,1.0,1.0,0.24,tr
279,"What is the total number of gold, silver, bronze medals and the total medals won by each ensemble, sorted by the total number of medals in descending order and what is the ensemble that has the highest total number of medals?","Altın, gümüş, bronz madalyaların toplam sayısı ve her takım tarafından kazandığı toplam madalya sayısı, aşağıdaki sırada madalyaların toplam sayısına göre sıralanmıştır ve en fazla toplam madalya sayısına sahip olan takım hangisidir?",True,225,233,1.0355555555555556,41.0,31.0,0.7560975609756098,225.0,233.0,1.0355555555555556,1.0,1.0,0.21,tr
280,"What is the average number of gold medals, silver medals, bronze medals, and total medals won by each ensemble, and which ensemble has the highest average total medals?","Her takımın kazandığı ortalama altın, gümüş, bronz ve toplam madalya sayısı nedir ve en yüksek ortalama toplam madalyalara sahip olan takım hangisidir?",True,168,151,0.8988095238095238,28.0,22.0,0.7857142857142857,168.0,151.0,0.8988095238095238,1.0,1.0,0.22,tr
281,"What is the average mass and the last written withdrawal for each composition, considering only the composition with the highest number of withdrawals?","Her kompozisyon için ortalama kütle ve son yazılı çekim ne kadardır, yalnızca en fazla çekim sayısına sahip kompozisyon göz önüne alındığında?",True,151,142,0.9403973509933775,23.0,21.0,0.9130434782608695,151.0,142.0,0.9403973509933775,1.0,1.0,0.28,tr
282,What is the sum of populations and the average GDP per capita for the accession countries in 1995?,1995 yılında katılımcı ülkelerin nüfus toplamı ve kişi başına ortalama GSYİH'sı nedir?,True,98,86,0.8775510204081632,18.0,12.0,0.6666666666666666,98.0,86.0,0.8775510204081632,1.0,1.0,0.11,tr
283,"What is the average GDP density for the accession countries, calculated by multiplying each country's GDP per capita by its area in square kilometers and then dividing by its population?","Katılımcı ülkelerin ortalama GSYİH yoğunluğu, her ülkenin kişi başına GSYH'sini kare kilometre alanıyla çarpıp sonra nüfusu ile bölerek hesaplanan nedir?",True,186,153,0.8225806451612904,31.0,20.0,0.6451612903225806,186.0,153.0,0.8225806451612904,1.0,1.0,0.24,tr
284,"What is the highest number of teams participating in each season, along with the season and champion?","Her sezonda katılan takımların sayısı, sezon ve şampiyon ile birlikte en fazla ne?",True,101,82,0.8118811881188119,17.0,13.0,0.7647058823529411,101.0,82.0,0.8118811881188119,1.0,1.0,0.36,tr
285,"Who won the 5th season of Jhalak Dikhhla Jaa, and when did it begin and end?",Jhalak Dikhhla Jaa'nın 5. sezonunu kim kazandı ve ne zaman başladı ve ne zaman bitti?,True,76,85,1.118421052631579,16.0,15.0,0.9375,76.0,85.0,1.118421052631579,1.0,1.0,0.42,tr
286,"What is the total number of episodes directed by each person, and in which order are these directors listed based on the highest count of episodes directed?",Her bir kişi tarafından yönetilen bölümlerin toplam sayısı nedir ve bu yönetmenler en yüksek bölüm sayısına göre hangi sırada listelenir?,True,156,137,0.8782051282051282,27.0,20.0,0.7407407407407407,156.0,137.0,0.8782051282051282,1.0,1.0,0.26,tr
287,"List the titles of games from 2001 that are either Mario-related, Mega Man-related, or Final Fantasy-related.","2001'den Mario, Mega Man veya Final Fantasy ile ilgili oyunların başlıklarını listelen.",True,109,87,0.7981651376146789,19.0,12.0,0.631578947368421,109.0,87.0,0.7981651376146789,1.0,1.0,0.51,tr
288,"Could you tell me the Week, the Date of each game, the Opponent, the Result, the Game site, and the Record after the game?","Bana haftanın, her Oyun'un tarihi, Muhalif, Sonuç, Oyun sitesi ve Oyun'dan sonraki kayıtları söyleyebilir misin?",True,122,112,0.9180327868852459,24.0,15.0,0.625,122.0,112.0,0.9180327868852459,1.0,1.0,0.34,tr
289,"For each country listed in the table, determine the average points scored by its players and present these averages in descending order.",Tablonda listelenen her ülke için oyuncularının kazandığı ortalama puanları belirleyin ve bu ortalamaları düşen sırada gösterin.,True,136,128,0.9411764705882353,22.0,16.0,0.7272727272727273,136.0,128.0,0.9411764705882353,1.0,1.0,0.28,tr
290,What is the average and maximum U.S. viewership per season?,Amerika Birleşik Devletleri'nde sezon başına ortalama ve maksimum izleyiciler sayısı nedir?,True,59,91,1.5423728813559323,10.0,11.0,1.1,59.0,91.0,1.5423728813559323,1.0,1.0,0.4,tr
291,Determine the average wickets and average runs per wicket for each player's best bowling performance.,Her oyuncunun en iyi bowling performansına göre bir veket için ortalama veket ve ortalama koşular belirlenir.,True,101,109,1.0792079207920793,16.0,16.0,1.0,101.0,109.0,1.0792079207920793,1.0,1.0,0.27,tr
292,List the countries and their combined percentage of Whites and s Mestizo,Ülkeleri ve Beyaz ve Mestizo'luların toplam yüzdesi,True,72,51,0.7083333333333334,12.0,7.0,0.5833333333333334,72.0,51.0,0.7083333333333334,1.0,1.0,0.36,tr
293,"What is the average U.S. viewership for seasons containing episodes titled 'Suicide Solution', 'Lights. Camera. Asshole', 'The Trial', and 'The Last Supper'?","'Özcülük çözümü', 'Işıklar, Kamera, İğne', 'Dava (Kafka romanı) ' ve 'Son akşam yemeği' başlıklı bölümler içeren sezonlar için ortalama ABD izleyicileri sayısı nedir?",True,157,166,1.0573248407643312,22.0,22.0,1.0,157.0,166.0,1.0573248407643312,3.0,1.0,0.17,tr
294,"For each complete series, how many were released in Region 1, Region 2, Region 4, have DVD extras, and what is the total number of releases?","Bölge 1, Bölge 2, Bölge 4'te kaç tane DVD eksi çıktı ve toplam sürüm sayısı nedir?",True,140,82,0.5857142857142857,26.0,16.0,0.6153846153846154,140.0,82.0,0.5857142857142857,1.0,1.0,0.43,tr
295,"Identify the club that achieved the highest aggregate score from their points for, considering both points for and against.","En yüksek toplam puanı elde eden kulübü, hem destek ve karşı puanları göz önünde bulundurarak belirleyin.",True,123,105,0.8536585365853658,19.0,16.0,0.8421052631578947,123.0,105.0,0.8536585365853658,1.0,1.0,0.27,tr
296,"List the top three clubs according to their total points scored and display their played games, wins, draws, losses, points for, and points against.","Top üç kulübü toplam puanlarına göre listele ve oynadıkları oyunları, kazançları, eşitliklerini, kaybını, puanlarını ve puanlarını göster.",True,148,138,0.9324324324324325,24.0,17.0,0.7083333333333334,148.0,138.0,0.9324324324324325,1.0,1.0,0.25,tr
297,"Could you provide me with the titles, directors, and the number of episodes for each director's work, sorted by the number of episodes in descending order and then by title in ascending order?","Her yönetmenin eserinin başlıklarını, yönetmenlerini ve bölüm sayısını bana verebilir misiniz?",True,192,94,0.4895833333333333,34.0,11.0,0.3235294117647059,192.0,94.0,0.4895833333333333,1.0,1.0,0.26,tr
298,"List the districts, incumbents, parties, and summarize the frequency and rate of re-elections for each incumbent.","Bölgeler, görevliler, partileri listelenir ve her görevli için tekrar seçimlerin sıklığı ve oranını özetler.",True,113,108,0.9557522123893806,17.0,14.0,0.8235294117647058,113.0,108.0,0.9557522123893806,1.0,1.0,0.28,tr
299,"List the incumbent, their party, and the count of how many times they were re-elected.","Şu anki görevli, partisi ve kaç kez yeniden seçildiklerini listele.",True,86,67,0.7790697674418605,16.0,10.0,0.625,86.0,67.0,0.7790697674418605,1.0,1.0,0.36,tr
300,"What were the incumbent, party affiliation, first elected year, and results for representatives who were re-elected before or at 1998?","Mevcut kişi, partiye bağlılık, ilk seçilen yıl ve 1998'den önce veya sonra yeniden seçilen temsilciler için sonuçlar nelerdir?",True,134,126,0.9402985074626866,21.0,18.0,0.8571428571428571,134.0,126.0,0.9402985074626866,1.0,1.0,0.2,tr
301,What is the most recent election year for each district where the incumbent has remained the same?,Mevcut görevli aynı kaldığı her bölge için en son seçim yılı nedir?,True,98,67,0.6836734693877551,17.0,12.0,0.7058823529411765,98.0,67.0,0.6836734693877551,1.0,1.0,0.37,tr
302,"How many elections did each incumbent face, categorized by their political party?","Her görevli, kendi siyasi partisi tarafından sınıflandırılmış olarak kaç seçimle karşı karşıya kaldı?",True,81,101,1.2469135802469136,12.0,13.0,1.0833333333333333,81.0,101.0,1.2469135802469136,1.0,1.0,0.16,tr
303,Which districts had an incumbent who was re-elected without facing any competition?,Hangi bölgelerde herhangi bir rekabet karşısında bulunmadan yeniden seçilen bir görevli vardı?,True,83,94,1.1325301204819278,13.0,12.0,0.9230769230769231,83.0,94.0,1.1325301204819278,1.0,1.0,0.26,tr
304,Which party's incumbent won without an opponent in the 1998 Florida election?,Hangi parti görevlisi 1998 Florida seçimlerinde rakipsizce kazandı?,True,77,67,0.8701298701298701,13.0,8.0,0.6153846153846154,77.0,67.0,0.8701298701298701,1.0,1.0,0.47,tr
305,"For each district, what is the maximum year an incumbent was first elected and what were the results of their most recent election?","Her bölge için, bir görevli ilk kez seçilen en fazla yıl ne kadar ve son seçimin sonuçları nelerdir?",True,131,100,0.7633587786259542,23.0,18.0,0.782608695652174,131.0,100.0,0.7633587786259542,1.0,1.0,0.24,tr
306,"What were the districts, incumbents, parties, first elected dates, and results for representatives who were re-elected?","Bölgeler, görevliler, partiler, ilk seçilen tarihler ve yeniden seçilen temsilciler için sonuçlar neydi?",True,119,104,0.8739495798319328,17.0,13.0,0.7647058823529411,119.0,104.0,0.8739495798319328,1.0,1.0,0.27,tr
307,"For which districts were the incumbents re-elected in the 1998 Pennsylvania U.S. House elections, along with their party affiliations and first election years?","Hangi bölgelere göre görevli olanlar, 1998'de Pennsylvania'daki ABD Meclis seçimlerinde, parti üyeleri ve ilk seçim yılları ile birlikte yeniden seçildi?",True,159,153,0.9622641509433962,24.0,20.0,0.8333333333333334,159.0,153.0,0.9622641509433962,1.0,1.0,0.38,tr
308,"List the election results, parties, and first election years for Tennessee representatives who were re-elected, in descending order of their first election year.","Tennessee temsilcilerinin yeniden seçilen seçim sonuçlarını, partilerini ve ilk seçim yıllarını, ilk seçim yıllarının düşen sırasıyla listelen.",True,161,143,0.8881987577639752,24.0,17.0,0.7083333333333334,161.0,143.0,0.8881987577639752,1.0,1.0,0.21,tr
309,"In which Wisconsin districts did incumbents maintain their seats or achieve a gain in the 1998 election, including the incumbent's name, party affiliation, and the year they were first elected?","Hangi Wisconsin bölgelerinde görevli görevliler 1998 seçimlerinde yerlerini korudu veya görevli görevli kişinin adını, partiye aitliğini ve ilk kez seçildikleri yıl dahil olmak üzere bir kazanç elde etti?",True,193,204,1.0569948186528497,31.0,28.0,0.9032258064516129,193.0,204.0,1.0569948186528497,1.0,1.0,0.35,tr
310,How many years have each incumbent been serving since their first election?,İlk seçilmesinden bu yana her görevli kaç yıl görev yaptı?,True,75,58,0.7733333333333333,12.0,10.0,0.8333333333333334,75.0,58.0,0.7733333333333333,1.0,1.0,0.38,tr
311,"How many years have passed since the incumbents were first elected in each district, grouped by district, party, and election outcome, ordered by the tenure in descending order?",Her bölgede görevli görevlilerin ilk kez seçilmesinden bu yana kaç yıl geçti?,True,177,77,0.4350282485875706,28.0,12.0,0.42857142857142855,177.0,77.0,0.4350282485875706,1.0,1.0,0.3,tr
312,What is the total number of elections each incumbent-party pair has participated in?,"Her iki siyasi parti, toplam olarak kaç seçimde katıldı?",True,84,56,0.6666666666666666,14.0,9.0,0.6428571428571429,84.0,56.0,0.6666666666666666,1.0,1.0,0.35,tr
313,"What were the political affiliation, the year each incumbent retired, and their election result for representatives who retired?","Siyasi bağlılık, her görevli kişinin emekli olduğu yıl ve emekli olan temsilciler için seçim sonuçları nelerdir?",True,128,112,0.875,18.0,16.0,0.8888888888888888,128.0,112.0,0.875,1.0,1.0,0.26,tr
314,List the incumbent along with their party and the count of how many times they were re-elected.,Mevcut kişiyi partiyle birlikte listede bul ve kaç kez yeniden seçildiğini say.,True,95,79,0.8315789473684211,18.0,12.0,0.6666666666666666,95.0,79.0,0.8315789473684211,1.0,1.0,0.24,tr
315,What is the total number of re-elections for each incumbent and their party?,Her görevli ve parti için toplam yeniden seçim sayısı nedir?,True,76,60,0.7894736842105263,14.0,10.0,0.7142857142857143,76.0,60.0,0.7894736842105263,1.0,1.0,0.28,tr
316,"What are the incumbent, party affiliation, first election year, status, and opponent for districts where there was a re-election or a Republican or Democratic gain?","Yeniden seçilen veya Cumhuriyetçi veya Demokratik kazanç elde ettiği bölgelerde görevli, partiye bağlılık, ilk seçim yılı, statü ve rakip nedir?",True,164,144,0.8780487804878049,26.0,20.0,0.7692307692307693,164.0,144.0,0.8780487804878049,1.0,1.0,0.19,tr
317,"What is the total number of elections each incumbent has faced, grouped by their party?","Her görevli, partiye göre gruplandırılmış olarak toplam seçim sayısının ne kadarı var?",True,87,86,0.9885057471264368,15.0,12.0,0.8,87.0,86.0,0.9885057471264368,1.0,1.0,0.23,tr
318,What is the total number of districts where the incumbent was re-elected under their party?,Mevcut kişinin parti altında yeniden seçildiği toplam bölge sayısı nedir?,True,91,73,0.8021978021978022,16.0,10.0,0.625,91.0,73.0,0.8021978021978022,1.0,1.0,0.23,tr
319,"List the districts, incumbents, parties, election years, and election statuses for the incumbents who were re-elected or retired?","Yeniden seçilen veya emekli olan görevlilerin bölgeleri, görevlileri, partileri, seçim yılları ve seçim statüslerini listede bulun.",True,129,131,1.0155038759689923,19.0,16.0,0.8421052631578947,129.0,131.0,1.0155038759689923,1.0,1.0,0.4,tr
320,How many races took place in each district and what was the incumbent's political affiliation?,Her bölgede kaç yarış yapıldı ve görevli yetkili ne tür siyasi bir bağlılık gösterdi?,True,94,85,0.9042553191489362,16.0,14.0,0.875,94.0,85.0,0.9042553191489362,1.0,1.0,0.26,tr
321,What is the latest year each Tennessee incumbent was first elected for districts where they were re-elected in the 1988 United States House of Representatives elections?,Tennessee'nin her görevli başkanı 1988 Amerika Birleşik Devletleri Temsilciler Meclisi seçimlerinde yeniden seçildiği bölgeler için ilk kez seçilen son yıl nedir?,True,169,162,0.9585798816568047,27.0,21.0,0.7777777777777778,169.0,162.0,0.9585798816568047,1.0,1.0,0.3,tr
322,"What is the earliest year of first election for each district's incumbent, and who is the incumbent in that year?",Her bölge görevlisi için ilk seçimlerin en erken yılı nedir ve bu yıl görevli kim?,True,113,82,0.7256637168141593,21.0,15.0,0.7142857142857143,113.0,82.0,0.7256637168141593,1.0,1.0,0.23,tr
323,List the districts where incumbent representatives were re-elected along with their party affiliation and the year they first took office.,"Mevcut temsilcilerin yeniden seçildiği bölgelerin, partiye ait oldukları ve ilk görev aldığı yılın listesini yapın.",True,138,115,0.8333333333333334,21.0,15.0,0.7142857142857143,138.0,115.0,0.8333333333333334,1.0,1.0,0.3,tr
324,"For each district, could you provide the district number, the incumbent's name, their party, the year they were first elected, and state if the result was a re-election or a","Her bölge için bölge numarasını, görevli kişinin adını, partisini, ilk seçildikleri yılını ve sonuç yeniden seçilmek mi yoksa",True,173,125,0.7225433526011561,32.0,18.0,0.5625,173.0,125.0,0.7225433526011561,1.0,1.0,0.3,tr
325,"Which districts had incumbents who were either re-elected or not re-elected in 1984, and when did they first get elected?",Hangi bölgelerde 1984'te yeniden seçilen ya da seçilmeyen görevliler vardı ve ilk ne zaman seçildiler?,True,121,102,0.8429752066115702,22.0,15.0,0.6818181818181818,121.0,102.0,0.8429752066115702,1.0,1.0,0.28,tr
326,"Please give me the districts, incumbents, parties, and the year they were first elected, and indicate if the incumbents were re-elected or not in the 1984 elections.","Lütfen bölgeleri, görevlileri, partileri ve ilk kez seçildikleri yılı bana verin ve görevlilerin 1984 seçimlerinde yeniden seçildiğini veya seçilmediğini belirtin.",True,165,163,0.9878787878787879,28.0,20.0,0.7142857142857143,165.0,163.0,0.9878787878787879,1.0,1.0,0.32,tr
327,"What is the latest year each district's incumbent was first elected, along with the incumbent's name and party?","Her bölgenin görevli başkanı, görevli başkanın adı ve parti ile birlikte ilk kez seçilen son yıl neydi?",True,111,103,0.9279279279279279,20.0,17.0,0.85,111.0,103.0,0.9279279279279279,1.0,1.0,0.25,tr
328,"Could you provide me with the district numbers, names of the incumbents, their political affiliations, the year they were first elected, and whether they were re-elected or not for those first elected between 1974 and 1979?","Bölge numaralarını, görevlilerin isimlerini, siyasi bağlılıklarını, ilk kez seçildikleri yılını ve 1974 ile 1979 yılları arasında ilk kez seçilenlerin yeniden seçildiklerini ve seçilmediklerini bana verebilir misiniz?",True,223,217,0.9730941704035875,37.0,26.0,0.7027027027027027,223.0,217.0,0.9730941704035875,1.0,1.0,0.18,tr
329,"Which districts saw incumbents re-elected and what were their final outcomes, including the incumbent's party and first election year?",Hangi bölgelerde görevli görevlilerin yeniden seçilmesi ve görevli görevli kişinin partisi ve ilk seçim yılı dahil olmak üzere sonuçları ne oldu?,True,134,145,1.0820895522388059,21.0,21.0,1.0,134.0,145.0,1.0820895522388059,1.0,1.0,0.28,tr
330,What were the outcomes for each district where the incumbent was re-elected in 1978?,1978'de görevli başkanın yeniden seçildiği her bölgede sonuçlar ne oldu?,True,84,72,0.8571428571428571,15.0,10.0,0.6666666666666666,84.0,72.0,0.8571428571428571,1.0,1.0,0.13,tr
331,What is the total number of re-elections for each incumbent and their respective party?,Her görevli ve parti için toplam yeniden seçim sayısı nedir?,True,87,60,0.6896551724137931,15.0,10.0,0.6666666666666666,87.0,60.0,0.6896551724137931,1.0,1.0,0.37,tr
332,"For each district and incumbent listed, provide the district number, name, party affiliation, and the latest year they were first elected. Also, determine if their most recent election resulted in a re-election by counting instances where 'Re-elected' appears.","Listede yer alan her bölge ve görevli için bölge numarasını, adını, partiye ait olduğunu ve ilk kez seçildikleri son yılını belirtin. Ayrıca, 'Tekrar seçilmiş' görünen durumları sayarak son seçimlerinin yeniden seçilmeye neden olup olmadığını belirleyin.",True,260,254,0.9769230769230769,40.0,35.0,0.875,260.0,254.0,0.9769230769230769,2.0,2.0,0.13,tr
333,"Could you list the districts, incumbents, parties, first election years, and classify the results as 'Re-Elected', 'Renomination Loss', or 'Other Result'? ","Bölgeler, görevliler, partiler, ilk seçim yıllarını listeleyebilir misiniz ve sonuçları 'Düzgün Seçilmiş', 'İlâh Kaybedilen' veya 'Diğer Sonuçlar' olarak sınıflandırır mısınız?",True,155,176,1.135483870967742,22.0,20.0,0.9090909090909091,155.0,176.0,1.135483870967742,1.0,1.0,0.3,tr
334,Which districts have an incumbent who has won their seat and how long have they held their position?,Hangi bölgelerde görevli bir kişi yerlerini kazandı ve bu kişi ne kadar zamandır görevinde?,True,100,91,0.91,18.0,14.0,0.7777777777777778,100.0,91.0,0.91,1.0,1.0,0.27,tr
335,"List the district, incumbent, party, and the year the most recent incumbent was first elected, for districts where there is only one incumbent listed?","Sadece bir görevli listelenen bölgeler için, en son görevli ilk kez seçilen bölge, görevli, parti ve yılın listesini yapın.",True,150,123,0.82,24.0,19.0,0.7916666666666666,150.0,123.0,0.82,1.0,1.0,0.17,tr
336,"Could you give me the districts, incumbents, parties, first election years, and results for both the seats that were re-elected and those that lost?","Bana bölge, görevli, parti, ilk seçim yılları ve yeniden seçilen ve kaybeden yerler için sonuçları verebilir misiniz?",True,148,117,0.7905405405405406,25.0,17.0,0.68,148.0,117.0,0.7905405405405406,1.0,1.0,0.32,tr
337,"How many Republican wins occurred in districts where the incumbent was a Republican, and how many Democrat wins were there overall?",Cumhuriyetçi'nin başkanının Cumhuriyetçi olduğu bölgelerde kaç kez Cumhuriyetçi'nin zafer kazanması oldu ve genel olarak kaç kez Demokratların zafer kazanması oldu?,True,131,164,1.251908396946565,21.0,20.0,0.9523809523809523,131.0,164.0,1.251908396946565,1.0,1.0,0.3,tr
338,"Which incumbents, their parties, and election years saw re-elections or resulted in Democratic gains, listed in descending order by their election years?","Hangi görevliler, partileri ve seçim yılları yeniden seçilmeyi gördü veya seçim yılları boyunca düşen sırada Demokratik kazançlara neden oldu?",True,153,142,0.9281045751633987,23.0,19.0,0.8260869565217391,153.0,142.0,0.9281045751633987,1.0,1.0,0.3,tr
339,"Which districts and their incumbents had the latest year they were first elected, arranged from the most recent to the least recent?","Hangi bölgeler ve görevlilerinin ilk seçilmelerinin en son yılı, en sonundan en az sonuna kadar düzenlenmiş?",True,132,108,0.8181818181818182,22.0,16.0,0.7272727272727273,132.0,108.0,0.8181818181818182,1.0,1.0,0.17,tr
340,Which districts experienced re-elections or resulted in a Democratic party victory?,Hangi bölgelerde yeniden seçimler oldu veya Demokrat Parti'nin zaferine neden oldu?,True,83,83,1.0,12.0,11.0,0.9166666666666666,83.0,83.0,1.0,1.0,1.0,0.35,tr
