original_text,translation,entities_found,entities,filtered,length_ratio,detected_language,semantic_similarity,back_translation_similarity,combined_similarity,quality_stage,filter_reason
How many rounds has each team participated in with their respective primary sponsor?,¿Cuántas rondas ha participado cada equipo con su patrocinador principal respectivo?,0,,False,1.0,es,0.9547428488731384,0.9895406365394592,0.9756215214729309,semantic_back_pass,
"List all NASCAR teams along with the total number of trucks they have, sorted by the number of trucks in descending order.","Enumera todos los equipos de NASCAR junto con el número total de camiones que tienen, ordenados por el número de camiones en orden descendente.",1,NASCAR,False,1.1721311475409837,es,0.9397478699684143,1.0,0.9758991479873658,semantic_back_pass,
"Which manufacturers have seasons including 1990 or 1991, and what is the sum of their total wins?","¿Qué fabricantes tienen temporadas, incluyendo 1990 o 1991, y cuál es la suma de sus ganancias totales?",0,,False,1.0618556701030928,es,0.9539554119110107,0.9503411054611206,0.9517868280410766,semantic_back_pass,
"For each compound, what is the maximum number of clinical trials and the total number of clinical trials conducted, sorted by the total number of clinical trials in descending order?","¿Cuál es el número máximo de ensayos clínicos y el número total de ensayos clínicos realizados, ordenados por el número total de ensayos clínicos en orden decreciente, para cada compuesto?",0,,False,1.032967032967033,es,0.9012941122055054,0.9846859574317932,0.9513292193412781,semantic_back_pass,
Which director has directed the maximum quantity of episodes listed in the table?,¿Qué director ha dirigido la cantidad máxima de episodios enumerados en la tabla?,0,,False,1.0,es,0.9553396701812744,0.980917751789093,0.9706865191459656,semantic_back_pass,
"Among the Itanium 2 models with more than one core, what are the average FSB speeds and their corresponding model numbers?","Entre los modelos Intel Itanium 2 con más de un núcleo, ¿cuáles son las velocidades promedio de FSB y sus números de modelo correspondientes?",2,"Itanium, FSB",False,1.1557377049180328,es,0.9507558345794678,0.9689843058586121,0.9616929173469544,semantic_back_pass,
"What is the total number of goals scored by each player across their league appearances, Scottish Cup matches, League Cup matches, and Challenge Cup matches, sorted by the total league goals in descending order?","¿Cuál es el número total de goles marcados por cada jugador en sus partidos de liga, partidos de la Copa de Escocia, partidos de la Copa de la Liga y partidos de la Challenge Cup (liga de rugby), ordenados por los goles totales de la liga en orden decreciente?",3,"Scottish Cup, League Cup, Challenge Cup",False,1.2322274881516588,es,0.943861722946167,0.9924378991127014,0.9730074286460877,semantic_back_pass,
What is the average total score for each year during weeks 1 to 6?,¿Cuál es el puntaje total promedio de cada año durante las semanas 1 a 6?,0,,False,1.106060606060606,es,0.9350609183311462,0.9999999403953552,0.9740243315696717,semantic_back_pass,
"What were the maximum, minimum, average, and total number of truck loads north for each year?","¿Cuál fue el número máximo, mínimo, promedio y total de cargas de camiones en el norte para cada año?",0,,False,1.086021505376344,es,0.9703359007835388,0.9913240671157837,0.9829288005828857,semantic_back_pass,
What are the details of the clubs that have the highest points scored?,¿Cuáles son los detalles de los clubes que han anotado más puntos?,0,,False,0.9428571428571428,es,0.8391998410224915,0.9631534218788147,0.9135719895362854,semantic_back_pass,
What are the total revenues and the count of daimyōs for each revenue level in the Nishi-Ōhira Domain list?,¿Cuáles son los ingresos totales y el recuento de daimyōs para cada nivel de ingresos en la lista de Dominio Nishi-Ōhira?,1,Nishi,False,1.1308411214953271,es,0.8978180289268494,0.9261836409568787,0.9148373961448669,semantic_back_pass,
"What is the count of each unique Colt model found in the table, organized from highest to lowest frequency?","¿Cuál es el número de cada modelo Colt único que se encuentra en la tabla, organizado de la frecuencia más alta a la más baja?",1,Colt,False,1.1775700934579438,es,0.9508887529373169,0.9885022044181824,0.9734568238258362,semantic_back_pass,
"For each model, how many have a flat top rear sight, and how many have a case deflector? What is the average barrel length in inches?",,0,,True,,,0.6730084419250488,0.7302315831184387,0.7073423266410828,,semantic_back_review
"Calculate the average presence of S-1, S-2, and S-3 fire controls for LE series models equipped with a 4th generation stock.","Calcular la presencia media de los controles de incendio S-1, S-2 y S-3 para los modelos de la serie LE equipados con un stock de cuarta generación.",4,"LE, S-1, S-2, S-3",False,1.1935483870967742,es,0.9794229865074158,0.9927894473075867,0.9874428629875183,semantic_back_pass,
"Provide a list of Colt model numbers along with their counts from the Diemaco/Colt Canada models table, ordered by count in descending order.","Proporcione una lista de los números de modelos Colt junto con sus recuentos de la tabla de modelos Diemaco/Colt Canada, ordenados por recuento en orden descendente.",3,"Colt, Diemaco, Colt Canada",False,1.1702127659574468,es,0.9489980936050415,0.9906929731369019,0.9740150213241577,semantic_back_pass,
"For each city/town in Galicia, could you give me the average July temperature, the maximum amount of rainfall recorded, the percentage of years with 141/19 days of rain, the count of frost occurrences, and the total sunlight hours?","¿Podría darme la temperatura media de julio, la cantidad máxima de lluvias registradas, el porcentaje de años con 141/19 días de lluvia, el recuento de ocurrencias de heladas y las horas totales de luz solar?",1,Galicia,False,0.9004329004329005,es,0.7413912415504456,0.7980035543441772,0.7753586292266845,semantic_back_pass,
"What are the constituencies, electorates, spoiled votes, and the difference between the Total poll percentage and the For percentage for rows where this difference exceeds 20%","¿Cuáles son los circunscripciones, los electores, los votos estropeados, y la diferencia entre el porcentaje total de votación y el porcentaje de por ciento para filas donde esta diferencia excede el 20%",0,,False,1.16,es,0.8962403535842896,0.9714559316635132,0.9413697004318238,semantic_back_pass,
"What is the average number of viewers for each episode, writer, and director combination?","¿Cuál es el número promedio de espectadores para cada episodio, escritora y director combinado?",0,,False,1.0674157303370786,es,0.9882369637489319,0.9941205978393555,0.991767144203186,semantic_back_pass,
Could you provide me with the list of players who were part of the FIBA EuroBasket 2007 squads?,¿Podría proporcionarme la lista de jugadores que formaban parte de los equipos de la Federación Internacional de Baloncesto EuroBasket 2007?,1,FIBA,False,1.4736842105263157,es,0.8954786062240601,0.9445561766624451,0.9249251484870911,semantic_back_pass,
"What is the average total viewership for each series, sorted by the average in descending order?","¿Cuál es el promedio total de espectadores de cada serie, ordenado por el promedio en orden descendente?",0,,False,1.0833333333333333,es,0.940615177154541,0.9971328973770142,0.9745258092880249,semantic_back_pass,
"Which years saw champions from New Jersey, New York, Pennsylvania, and Washington, D.C. when these regions all had winners?","¿En qué años se vieron campeones de Nueva Jersey, Nueva York, Pensilvania y Washington, D.C., cuando todas estas regiones tuvieron ganadores?",5,"New Jersey, New York, Pennsylvania, Washington, D.C.",False,1.146341463414634,es,0.9787119030952454,0.9872787594795227,0.9838520169258118,semantic_back_pass,
Show the club names and the captain and vice-captain players where applicable.,"Indique los nombres del club y el capitán y los jugadores vicecapitanes, cuando proceda.",0,,False,1.1282051282051282,es,0.9283595085144043,0.9260839819908142,0.9269941926002503,semantic_back_pass,
"For each year, what are the total number of rounds played, the sum of second-place finishes, the sum of third-place finishes, the average earnings, and the total number of rounds played?","¿Cuál es el número total de rondas jugadas, la suma de los segundos, la suma de los terceros, el promedio de ganancias y el número total de rondas jugadas?",0,,False,0.8333333333333334,es,0.9037273526191711,0.893593430519104,0.897646999359131,semantic_back_pass,
"In which county did Kerry and Bush receive the most combined votes (including those for others), considering only counties where there were more than zero votes for others, and how many votes did they receive together?","¿En qué condado Kerry y Bush recibieron los votos más combinados (incluidos los de otros), considerando sólo condados donde hubo más de cero votos para otros, y cuántos votos recibieron juntos?",2,"Kerry, Bush",False,0.8853211009174312,es,0.968482255935669,0.999401867389679,0.987034022808075,semantic_back_pass,
"For each year listed, what is the maximum points scored, the minimum rebounds, the sum of assists, the count of unique steals, and the count of unique blocks?","¿Cuál es el número máximo de puntos anotados, el mínimo de rebotes, la suma de asistencias, el número de robos únicos y el número de bloques únicos?",0,,False,0.9367088607594937,es,0.7871818542480469,0.9113962650299072,0.861710500717163,semantic_back_pass,
"For each year at the Nike Hoop Summit, identify the year with the maximum points scored and the minimum number of rebounds recorded","Para cada año en la Nike Hoop Summit, identifique el año con los puntos máximos anotados y el número mínimo de rebotes registrados",2,"the Nike Hoop Summit, Nike Hoop Summit",False,0.9923664122137404,es,0.9457565546035767,0.9850561022758484,0.9693362832069398,semantic_back_pass,
"What is the total number of gold, silver, bronze medals and the total medals won by each ensemble, sorted by the total number of medals in descending order and what is the ensemble that has the highest total number of medals?","¿Cuál es el número total de medallas de oro, plata, bronce y el total de medallas ganadas por cada conjunto, ordenadas por el número total de medallas en orden decreciente y cuál es el conjunto que tiene el mayor número total de medallas?",0,,False,1.0577777777777777,es,0.927931547164917,0.9427989721298218,0.9368520021438598,semantic_back_pass,
"What is the average number of gold medals, silver medals, bronze medals, and total medals won by each ensemble, and which ensemble has the highest average total medals?","¿Cuál es el número promedio de medallas de oro, plata, bronce y medalla total ganadas por cada conjunto, y qué conjunto tiene el mayor promedio de medallas totales?",0,,False,0.9761904761904762,es,0.9078959822654724,0.8744024634361267,0.8877998709678651,semantic_back_pass,
"What is the average mass and the last written withdrawal for each composition, considering only the composition with the highest number of withdrawals?","¿Cuál es la masa promedio y la última retirada escrita para cada composición, teniendo en cuenta sólo la composición con el mayor número de retirada?",0,,False,0.9867549668874173,es,0.8887595534324646,0.9932986497879028,0.9514830112457275,semantic_back_pass,
What is the sum of populations and the average GDP per capita for the accession countries in 1995?,¿Cuál es la suma de las poblaciones y el PIB promedio per cápita de los países de adhesión en 1995?,0,,False,1.010204081632653,es,0.9872533679008484,0.9655260443687439,0.9742169737815858,semantic_back_pass,
"What is the average GDP density for the accession countries, calculated by multiplying each country's GDP per capita by its area in square kilometers and then dividing by its population?","¿Cuál es la densidad media del PIB de los países de adhesión, calculada multiplicando el PIB per cápita de cada país por su superficie en kilómetros cuadrados y luego dividiendo por su población?",0,,False,1.0483870967741935,es,0.9727898240089417,0.9973350167274475,0.9875169396400452,semantic_back_pass,
"What is the highest number of teams participating in each season, along with the season and champion?","¿Cuál es el mayor número de equipos que participan en cada temporada, junto con la temporada y el campeón?",0,,False,1.0495049504950495,es,0.9590194225311279,0.9980573058128357,0.9824421525001525,semantic_back_pass,
"Who won the 5th season of Jhalak Dikhhla Jaa, and when did it begin and end?","¿Quién ganó la 5a temporada de Jhalak Dikhhla Jaa, y cuándo comenzó y terminó?",1,Jhalak Dikhhla Jaa,False,1.0263157894736843,es,0.9914279580116272,0.9988681077957153,0.9958920478820801,semantic_back_pass,
"What is the total number of episodes directed by each person, and in which order are these directors listed based on the highest count of episodes directed?","¿Cuál es el número total de episodios dirigidos por cada persona, y en qué orden se enumeran estos directores según el mayor número de episodios dirigidos?",0,,False,0.9935897435897436,es,0.9693584442138672,0.9878798127174377,0.9804712653160095,semantic_back_pass,
"List the titles of games from 2001 that are either Mario-related, Mega Man-related, or Final Fantasy-related.","Enumera los títulos de juegos de 2001 que están relacionados con Mario, Mega Man o Final Fantasy (franquicia).",4,"Mario-related, Mega Man-related, Final Fantasy, Final Fantasy-related",False,1.0091743119266054,es,0.9472949504852295,0.9753119945526123,0.9641051769256592,semantic_back_pass,
"Could you tell me the Week, the Date of each game, the Opponent, the Result, the Game site, and the Record after the game?","¿Podría decirme la semana, la fecha de cada juego, el oponente, el resultado, el sitio del juego y el registro después del juego?",3,"Opponent, Result, Game",False,1.0573770491803278,es,0.9853249192237854,0.9747397899627686,0.9789738416671754,semantic_back_pass,
"For each country listed in the table, determine the average points scored by its players and present these averages in descending order.","Para cada país en la tabla, determina los puntos promedio obtenidos por sus jugadores y presenta estos promedios en orden descendente.",0,,False,0.9852941176470589,es,0.9472340941429138,0.9505733251571655,0.9492376327514649,semantic_back_pass,
What is the average and maximum U.S. viewership per season?,¿Cuál es el promedio y el máximo de espectadores en Estados Unidos por temporada?,1,U.S.,False,1.3728813559322033,es,0.9191354513168335,0.984730064868927,0.9584922194480896,semantic_back_pass,
Determine the average wickets and average runs per wicket for each player's best bowling performance.,Determine el promedio de wicket y el promedio de carreras por wicket para el mejor rendimiento de bolos de cada jugador.,0,,False,1.188118811881188,es,0.7926880717277527,0.9937398433685303,0.9133191347122191,semantic_back_pass,
List the countries and their combined percentage of Whites and s Mestizo,Enumera los países y su porcentaje combinado de blancos y mestizos,2,"Whites, Mestizo",False,0.9166666666666666,es,0.8665002584457397,0.9393350481987,0.9102011322975159,semantic_back_pass,
"What is the average U.S. viewership for seasons containing episodes titled 'Suicide Solution', 'Lights. Camera. Asshole', 'The Trial', and 'The Last Supper'?","¿Cuál es el promedio de espectadores en Estados Unidos para temporadas que contienen episodios titulados 'Solución del suicidio', 'Lights. Camera. Asshole', 'El proceso', y 'La última cena'?",7,"U.S., Suicide Solution', 'The Last Supper', Suicide Solution, Asshole, The Trial, The Last Supper",False,1.2101910828025477,es,0.9561629295349121,0.9819463491439819,0.971632981300354,semantic_back_pass,
"For each complete series, how many were released in Region 1, Region 2, Region 4, have DVD extras, and what is the total number of releases?","Para cada serie completa, ¿cuántas fueron lanzadas en Región 1, Región 2, Región 4, tienen DVD extras, y cuál es el número total de lanzamientos?",2,"Region, Region 4",False,1.0357142857142858,es,0.8897497057914734,0.9915208220481873,0.9508123755455018,semantic_back_pass,
"Identify the club that achieved the highest aggregate score from their points for, considering both points for and against.","Identifique el club que logró el puntaje agregado más alto de sus puntos a favor, considerando tanto los puntos a favor como en contra.",0,,False,1.0975609756097562,es,0.9265297055244446,0.9803049564361572,0.9587948560714721,semantic_back_pass,
"List the top three clubs according to their total points scored and display their played games, wins, draws, losses, points for, and points against.","Enumera los tres mejores clubes según el total de puntos obtenidos y muestra sus partidos jugados, ganancias, empates, derrotas, puntos por y puntos en contra.",0,,False,1.0743243243243243,es,0.9320892691612244,0.9726281762123108,0.9564126133918762,semantic_back_pass,
"Could you provide me with the titles, directors, and the number of episodes for each director's work, sorted by the number of episodes in descending order and then by title in ascending order?","¿Podría proporcionarme los títulos, directores y el número de episodios para cada trabajo de cada director, ordenados por el número de episodios en orden decreciente y luego por título en orden ascendente?",0,,False,1.0677083333333333,es,0.9277693033218384,0.9686049222946167,0.9522706747055054,semantic_back_pass,
"List the districts, incumbents, parties, and summarize the frequency and rate of re-elections for each incumbent.","Enumera los distritos, los candidatos, los partidos y resuma la frecuencia y la tasa de reelecciones para cada candidato.",0,,False,1.0707964601769913,es,0.9002905488014221,0.9294164776802063,0.9177661061286926,semantic_back_pass,
"List the incumbent, their party, and the count of how many times they were re-elected.","Enumera el actual presidente, su partido y cuantas veces fueron reelegidos.",0,,False,0.872093023255814,es,0.7749709486961365,0.8073434829711914,0.7943944692611694,semantic_back_pass,
"What were the incumbent, party affiliation, first elected year, and results for representatives who were re-elected before or at 1998?","¿Cuál fue el titular, la afiliación al partido, el primer año elegido y los resultados para los representantes que fueron reelegidos antes o en 1998?",0,,False,1.1119402985074627,es,0.9331578016281128,0.9612845182418823,0.9500338315963744,semantic_back_pass,
What is the most recent election year for each district where the incumbent has remained the same?,¿Cuál es el año electoral más reciente para cada distrito donde el titular ha permanecido igual?,0,,False,0.9795918367346939,es,0.9539281725883484,0.944178581237793,0.948078417778015,semantic_back_pass,
"How many elections did each incumbent face, categorized by their political party?","¿Cuántas elecciones se enfrentaron cada titular, clasificadas por su partido político?",0,,False,1.0617283950617284,es,0.9122664928436279,0.8855471014976501,0.8962348580360413,semantic_back_pass,
Which districts had an incumbent who was re-elected without facing any competition?,¿Qué distritos tenían un mandatario que fue reelegido sin enfrentar ninguna competencia?,0,,False,1.0602409638554218,es,0.9616249203681946,0.9280369877815247,0.9414721608161927,semantic_back_pass,
Which party's incumbent won without an opponent in the 1998 Florida election?,¿Qué partido ha ganado sin oponente en las elecciones de Florida de 1998?,1,Florida,False,0.948051948051948,es,0.9397721886634827,0.9144301414489746,0.9245669603347778,semantic_back_pass,
"For each district, what is the maximum year an incumbent was first elected and what were the results of their most recent election?",¿Cuál es el año máximo en que un titular fue elegido por primera vez en cada distrito y cuáles fueron los resultados de su elección más reciente?,0,,False,1.1068702290076335,es,0.8695375323295593,0.8869578242301941,0.8799897074699401,semantic_back_pass,
"What were the districts, incumbents, parties, first elected dates, and results for representatives who were re-elected?","¿Cuáles fueron los distritos, los candidatos, los partidos, las fechas de las primeras elecciones y los resultados de los representantes que fueron reelegidos?",0,,False,1.3361344537815125,es,0.9456328749656677,0.9662426710128784,0.9579987525939941,semantic_back_pass,
"For which districts were the incumbents re-elected in the 1998 Pennsylvania U.S. House elections, along with their party affiliations and first election years?","¿Para qué distritos fueron reelegidos los gobernantes en las elecciones de 1998 a la Cámara de Representantes de Pensilvania, junto con sus afiliaciones al partido y sus primeros años de elección?",2,"Pennsylvania, U.S. House",False,1.2327044025157232,es,0.9524293541908264,0.9382227659225464,0.9439054012298584,semantic_back_pass,
"List the election results, parties, and first election years for Tennessee representatives who were re-elected, in descending order of their first election year.","Enumera los resultados electorales, partidos y primeros años de elecciones para los representantes de Tennessee que fueron reelegidos, en orden decreciente de su primer año de elecciones.",1,Tennessee,False,1.1614906832298137,es,0.9136382937431335,0.986344039440155,0.9572617411613464,semantic_back_pass,
"In which Wisconsin districts did incumbents maintain their seats or achieve a gain in the 1998 election, including the incumbent's name, party affiliation, and the year they were first elected?","¿En qué distritos de Wisconsin los candidatos conservaron sus escaños o lograron una ganancia en las elecciones de 1998, incluyendo el nombre del candidato, la afiliación al partido y el año en que fueron elegidos por primera vez?",1,Wisconsin,False,1.1917098445595855,es,0.9562147855758667,0.9660332202911377,0.9621058464050293,semantic_back_pass,
How many years have each incumbent been serving since their first election?,¿Cuántos años han estado cada uno de los titulares desde su primera elección?,0,,False,1.0266666666666666,es,0.7170984148979187,0.7476998567581177,0.735459280014038,semantic_back_pass,
"How many years have passed since the incumbents were first elected in each district, grouped by district, party, and election outcome, ordered by the tenure in descending order?","¿Cuántos años han pasado desde que los titulares fueron elegidos por primera vez en cada distrito, agrupados por distrito, partido y resultado electoral, ordenados por el mandato en orden decreciente?",0,,False,1.1299435028248588,es,0.875188946723938,0.8878036737442017,0.8827577829360962,semantic_back_pass,
What is the total number of elections each incumbent-party pair has participated in?,¿Cuál es el número total de elecciones en las que ha participado cada par de partidos en ejercicio?,0,,False,1.1785714285714286,es,0.9544069766998291,0.9440203309059143,0.9481749892234802,semantic_back_pass,
"What were the political affiliation, the year each incumbent retired, and their election result for representatives who retired?","¿Cuál era la afiliación política, el año en que se retiró cada titular y el resultado de las elecciones para los representantes que se retiraron?",0,,False,1.1328125,es,0.8741281628608704,0.9473710656166077,0.9180739045143128,semantic_back_pass,
List the incumbent along with their party and the count of how many times they were re-elected.,Enumera al actual presidente junto con su partido y cuánto veces fueron reelegidos.,0,,False,0.8736842105263158,es,0.7909405827522278,0.7972732782363892,0.7947402000427246,semantic_back_pass,
What is the total number of re-elections for each incumbent and their party?,¿Cuál es el número total de reelecciones para cada titular y su partido?,0,,False,0.9473684210526315,es,0.8706592321395874,0.9787004590034485,0.9354839682579041,semantic_back_pass,
"What are the incumbent, party affiliation, first election year, status, and opponent for districts where there was a re-election or a Republican or Democratic gain?","¿Cuál es el titular, la afiliación al partido, el primer año de elecciones, el estatus y el oponente para los distritos donde hubo una reelección o una ganancia republicana o demócrata?",2,"Republican, Democratic",False,1.1280487804878048,es,0.9030686020851135,0.9342858195304871,0.9217989325523377,semantic_back_pass,
"What is the total number of elections each incumbent has faced, grouped by their party?","¿Cuál es el número total de elecciones que ha enfrentado cada titular, agrupado por su partido?",0,,False,1.0919540229885059,es,0.9105250835418701,0.9085233211517334,0.9093240261077881,semantic_back_pass,
What is the total number of districts where the incumbent was re-elected under their party?,¿Cuál es el número total de distritos donde el actual candidato fue reelegido bajo su partido?,0,,False,1.032967032967033,es,0.9379663467407227,0.9522788524627686,0.9465538501739501,semantic_back_pass,
"List the districts, incumbents, parties, election years, and election statuses for the incumbents who were re-elected or retired?","¿Enumera los distritos, los candidatos, los partidos, los años de elección y los estatutos electorales para los candidatos que fueron reelegidos o retirados?",0,,False,1.2170542635658914,es,0.8763200640678406,0.820332407951355,0.8427274703979493,semantic_back_pass,
How many races took place in each district and what was the incumbent's political affiliation?,¿Cuántas carreras tuvieron lugar en cada distrito y cuál era la afiliación política del actual presidente?,0,,False,1.127659574468085,es,0.8156207203865051,0.9250548481941223,0.8812811970710754,semantic_back_pass,
What is the latest year each Tennessee incumbent was first elected for districts where they were re-elected in the 1988 United States House of Representatives elections?,¿Cuál es el último año en que cada titular de Tennessee fue elegido por primera vez para los distritos donde fue reelegido en las elecciones de la Cámara de Representantes de los Estados Unidos de 1988?,3,"Tennessee, United States, House of Representatives",False,1.1952662721893492,es,0.9511440992355347,0.9576495289802551,0.9550473570823669,semantic_back_pass,
"What is the earliest year of first election for each district's incumbent, and who is the incumbent in that year?","¿Cuál es el año más temprano en que se elige por primera vez el titular de cada distrito, y quién es el titular en ese año?",0,,False,1.0884955752212389,es,0.8685668706893921,0.8713768124580383,0.8702528357505799,semantic_back_pass,
List the districts where incumbent representatives were re-elected along with their party affiliation and the year they first took office.,"Enumera los distritos donde los representantes en ejercicio fueron reelegidos, junto con su afiliación al partido y el año en que asumieron el cargo.",0,,False,1.0797101449275361,es,0.856184184551239,0.9702765345573425,0.9246395945549012,semantic_back_pass,
"For each district, could you provide the district number, the incumbent's name, their party, the year they were first elected, and state if the result was a re-election or a","Para cada distrito, ¿podría proporcionar el número del distrito, el nombre del titular, su partido, el año en que fueron elegidos por primera vez, y indicar si el resultado fue una reelección o una",0,,False,1.138728323699422,es,0.9645062685012817,0.9811764359474182,0.9745083689689636,semantic_back_pass,
"Which districts had incumbents who were either re-elected or not re-elected in 1984, and when did they first get elected?","¿Qué distritos tenían gobernantes que fueron reelegidos o no en 1984, y cuándo fueron elegidos por primera vez?",0,,False,0.9173553719008265,es,0.9135858416557312,0.9151221513748169,0.9145076274871826,semantic_back_pass,
"Please give me the districts, incumbents, parties, and the year they were first elected, and indicate if the incumbents were re-elected or not in the 1984 elections.","Por favor, déme los distritos, los candidatos, los partidos y el año en que fueron elegidos por primera vez, y indique si los candidatos fueron reelegidos o no en las elecciones de 1984.",0,,False,1.1272727272727272,es,0.9217154383659363,0.9521218538284302,0.9399592876434326,semantic_back_pass,
"What is the latest year each district's incumbent was first elected, along with the incumbent's name and party?","¿Cuál es el último año en que el titular de cada distrito fue elegido por primera vez, junto con el nombre y el partido del titular?",0,,False,1.1891891891891893,es,0.8631994724273682,0.8749210834503174,0.8702324390411378,semantic_back_pass,
"Could you provide me with the district numbers, names of the incumbents, their political affiliations, the year they were first elected, and whether they were re-elected or not for those first elected between 1974 and 1979?","¿Podría proporcionarme los números de distritos, los nombres de los titulares, sus afiliaciones políticas, el año en que fueron elegidos por primera vez y si fueron reelegidos o no para los primeros elegidos entre 1974 y 1979?",0,,False,1.0134529147982063,es,0.9520385265350342,0.9603870511054993,0.9570476412773132,semantic_back_pass,
"Which districts saw incumbents re-elected and what were their final outcomes, including the incumbent's party and first election year?","¿Qué distritos vieron reelegidos a los candidatos en funciones y cuáles fueron sus resultados finales, incluido el partido del candidato en funciones y el primer año de elección?",0,,False,1.328358208955224,es,0.9258861541748047,0.9726826548576355,0.9539640545845032,semantic_back_pass,
What were the outcomes for each district where the incumbent was re-elected in 1978?,¿Cuáles fueron los resultados de cada distrito donde el actual mandatario fue reelegido en 1978?,0,,False,1.1428571428571428,es,0.9518862962722778,0.916790783405304,0.9308289885520935,semantic_back_pass,
What is the total number of re-elections for each incumbent and their respective party?,¿Cuál es el número total de reelecciones para cada titular y su partido respectivo?,0,,False,0.9540229885057471,es,0.9050551056861877,0.9943588376045227,0.9586373448371887,semantic_back_pass,
"For each district and incumbent listed, provide the district number, name, party affiliation, and the latest year they were first elected. Also, determine if their most recent election resulted in a re-election by counting instances where 'Re-elected' appears.","Para cada distrito y titular en la lista, indique el número de distrito, nombre, afiliación al partido y el último año en que fueron elegidos por primera vez.",1,Re-elected,False,0.6076923076923076,es,0.8299304246902466,0.8235473036766052,0.8261005520820618,semantic_back_pass,
"Could you list the districts, incumbents, parties, first election years, and classify the results as 'Re-Elected', 'Renomination Loss', or 'Other Result'? ","¿Podría enumerar los distritos, los candidatos, los partidos, los primeros años de elecciones y clasificar los resultados como 'Reelegidos', 'Perdidas de nominación' o 'Otro resultado'? ",5,"Renomination Loss', 'Other Result, Re-Elected, Renomination Loss, Other Result",False,1.2,es,0.9412426948547363,0.9642465710639954,0.9550450205802917,semantic_back_pass,
Which districts have an incumbent who has won their seat and how long have they held their position?,¿Qué distritos tienen un mandatario que ha ganado su puesto y cuánto tiempo ha mantenido su puesto?,0,,False,0.99,es,0.9027312397956848,0.8221628069877625,0.8543901801109315,semantic_back_pass,
"List the district, incumbent, party, and the year the most recent incumbent was first elected, for districts where there is only one incumbent listed?","¿Enumera el distrito, el titular, el partido y el año en que el titular más reciente fue elegido por primera vez, para distritos donde solo hay un titular en la lista?",0,,False,1.1133333333333333,es,0.8016218543052673,0.8101325035095215,0.8067282438278198,semantic_back_pass,
"Could you give me the districts, incumbents, parties, first election years, and results for both the seats that were re-elected and those that lost?","¿Podría darme los distritos, los candidatos, los partidos, los primeros años de elecciones y los resultados tanto para los escaños que fueron reelegidos como para los que perdieron?",0,,False,1.222972972972973,es,0.9385496973991394,0.9836493134498596,0.9656094670295715,semantic_back_pass,
"How many Republican wins occurred in districts where the incumbent was a Republican, and how many Democrat wins were there overall?","¿Cuántas victorias republicanas ocurrieron en distritos donde el titular era republicano, y cuántas victorias demócratas hubo en general?",2,"Republican, Democrat",False,1.0458015267175573,es,0.9682461619377136,0.982880711555481,0.977026891708374,semantic_back_pass,
"Which incumbents, their parties, and election years saw re-elections or resulted in Democratic gains, listed in descending order by their election years?","¿Qué gobernantes, sus partidos y años electorales tuvieron reelecciones o resultaron en ganancias demócratas, listados en orden decreciente por años electorales?",1,Democratic,False,1.0522875816993464,es,0.918091893196106,0.8903493881225586,0.9014463901519776,semantic_back_pass,
"Which districts and their incumbents had the latest year they were first elected, arranged from the most recent to the least recent?","¿Qué distritos y sus titulares tuvieron el último año en que fueron elegidos por primera vez, organizados desde el más reciente hasta el menos reciente?",0,,False,1.1515151515151516,es,0.9357121586799622,0.9363872408866882,0.9361172080039978,semantic_back_pass,
Which districts experienced re-elections or resulted in a Democratic party victory?,¿Qué distritos tuvieron reelecciones o resultaron en una victoria del partido demócrata?,1,Democratic,False,1.0602409638554218,es,0.9698296189308167,0.9891118407249451,0.9813989520072937,semantic_back_pass,
"Could you provide me with the incumbent's name, party, when they were first elected, and their result type along with the action taken for each re-election or general election?","¿Podría proporcionarme el nombre del titular, el partido, cuando fueron elegidos por primera vez, y su tipo de resultado junto con la acción tomada para cada reelección o elección general?",0,,False,1.0681818181818181,es,0.9169336557388306,0.9301733374595642,0.9248774647712708,semantic_back_pass,
"What were the results for districts where incumbents were re-elected, lost their seats, or won by a plurality?","¿Cuáles fueron los resultados para los distritos donde los ocupantes fueron reelegidos, perdieron sus escaños o ganaron con una pluralidad?",0,,False,1.2636363636363637,es,0.9373518824577332,0.9638893604278564,0.9532743692398071,semantic_back_pass,
"For each district where an incumbent was re-elected in the 1972 U.S. House of Representatives elections, provide the incumbent's name, party affiliation, and the year they were first elected.","Para cada distrito donde un mandatario fue reelegido en las elecciones de 1972 a la Cámara de Representantes de Estados Unidos, indique el nombre del mandatario, su afiliación al partido y el año en que fue elegido por primera vez.",1,U.S. House of Representatives,False,1.2094240837696335,es,0.9336265325546265,0.9138436317443848,0.9217567920684815,semantic_back_pass,
"Which districts had incumbents who were re-elected, arranged by the year they first entered office from most recent to earliest?","¿Qué distritos tenían gobernantes que fueron reelegidos, organizados por el año en que comenzaron a ocupar el cargo, desde el más reciente hasta el más temprano?",0,,False,1.2578125,es,0.8805152177810669,0.8876950740814209,0.8848231315612793,semantic_back_pass,
"What is the latest year each district's incumbent has been first elected, and who are the incumbents?","¿Cuál es el último año en que el titular de cada distrito ha sido elegido por primera vez, y quiénes son los titulares?",0,,False,1.1782178217821782,es,0.8593049049377441,0.8828726410865784,0.8734455466270448,semantic_back_pass,
