nl,sql,predicted_ambiguity
"
     Which club has the highest average points difference from their points scored and conceded?
     ","SELECT `Club`, SUM(`Points for`) AS TotalPointsFor, SUM(`Points against`) AS TotalPointsAgainst, AVG(`Points for` - `Points against`) AS AveragePointsDifference 
FROM `table_1_12792876_2` 
GROUP BY `Club` 
ORDER BY `AveragePointsDifference` DESC 
LIMIT 1;",0.0840071588754654
"
    Which clubs had the highest total points, total tries, and combined bonus points excluding Tonmawr RFC and Felinfoel RFC?
    ","SELECT `Club`, SUM(`Points for`) AS TotalPoints, SUM(`Tries for`) AS TotalTries, SUM(`Try bonus`) + SUM(`Losing bonus`) AS BonusPoints
    FROM `table_1_12792876_3`
    WHERE `Club` NOT IN ('Tonmawr RFC', 'Felinfoel RFC')
    GROUP BY `Club`
    ORDER BY TotalPoints DESC;",0.060862231999635696
"
What are the number of daimyos with each revenue level?
","SELECT `Revenues`, COUNT(*) AS `Count`
    FROM `table_1_12803263_1`
    GROUP BY `Revenues`
    ORDER BY `Revenues`;",0.024053458124399185
"
     What is the total points for and against for each club?
     ","SELECT `Club`, SUM(`Points for`) AS TotalPointsFor, SUM(`Points against`) AS TotalPointsAgainst
FROM `table_1_12807904_5`
GROUP BY `Club`
ORDER BY TotalPointsFor DESC;",0.027903009206056595
"
    What was Martin Kaymer's average earnings per start each year on the European Tour?
    ","SELECT `Year`, AVG(`Earnings (€)` / `Starts`) AS Avg_Earnings_Per_Start
    FROM table_1_12821159_14
    GROUP BY `Year`
    ORDER BY Avg_Earnings_Per_Start DESC;",0.035390693694353104
"
Which Colt AR-15 variants have a barrel twist of 1:9 and include hand guards?
","SELECT `Colt model no.`, `Name`, `Stock`, `Fire control`, `Rear sight`, `Forward assist`, `Case deflector`, `Barrel length`, `Barrel profile`, `Barrel twist`, `Hand guards`, `Bayonet Lug`, `Muzzle device`
FROM `table_1_12834315_4`
WHERE `Barrel twist` = '1:9' AND `Hand guards` IS NOT NULL",4.109757423400879
"
    What are the average July temperatures, total number of rainy days in summer, and maximum sunlight hours for each city/town, sorted by average July temperature in descending order?
    ","SELECT `City/Town`, AVG(`July av. T`) AS Avg_July_Temperature, SUM(`Days with rain (year/summer)`) AS Total_Rainy_Days, MAX(`Sunlight hours`) AS Max_Sunlight_Hours
    FROM `table_1_12837_1`
    GROUP BY `City/Town`
    ORDER BY Avg_July_Temperature DESC;",0.07856783270835876
"
    Which club had the highest total points against after excluding the specified clubs?
    ","SELECT `Club`, SUM(`Points for`) AS Total_Points_For, SUM(`Points against`) AS Total_Points_Against 
    FROM `table_1_12886178_5` 
    WHERE `Club` NOT IN ('Brynmawr RFC', 'Abergavenny RFC', 'Garndiffaith RFC', 'Croesyceiliog RFC', 'Blaina RFC', 'Pontypool United RFC', 'Cwmbran RFC', 'Rhymney RFC', 'Nelson RFC', 'New Tredegar RFC', 'Senghenydd RFC', 'Pontllanfraith RFC') 
    GROUP BY `Club` 
    ORDER BY `Total_Points_Against` DESC;",3.4727823734283447
"
What constituencies have a Yes margin greater than 10 percentage points and a total poll percentage of at least 75%?
","SELECT `Constituency`, `Total poll (%)`, `For (%)`, `Against (%)`
FROM table_1_1289762_1
WHERE `Against (%)` > (`For (%)` + 10) AND `Total poll (%)` >= 75;",0.041611190885305405
"
    How many episodes with high viewership (more than or equal to 7.5 million viewers) are there for each episode?
    ","SELECT `Episode`, COUNT(*) AS Episode_Count, SUM(CASE WHEN `Viewers(millions)` >= '7.5' THEN 1 ELSE 0 END) AS High_Viewership_Episodes
    FROM `table_1_12919003_2`
    GROUP BY `Episode`
    ORDER BY Episode_Count DESC;",0.08793774247169495
 ```What episode had the highest average viewers among all episodes?```,"SELECT `Episode`, `Writer`, `Director`, AVG(`Viewers(millions)`) AS AverageViewers
FROM `table_1_12919003_3`
GROUP BY `Episode`, `Writer`, `Director`
ORDER BY AverageViewers DESC
LIMIT 1;",0.22923335433006287
 What are the details of the game in the week with the highest number of games?,"SELECT `Week`, `Date`, `Kickoff ( ET )`, `TV`, `Opponent`, `Result`, `Record`
    FROM `table_1_12944805_15`
    WHERE `Week` IN (
        SELECT `Week`
        FROM `table_1_12944805_15`
        GROUP BY `Week`
        HAVING COUNT(`Week`) = (
            SELECT MAX(T1.COUNT) 
            FROM (
                SELECT `Week`, COUNT(`Week`) AS COUNT 
                FROM `table_1_12944805_15`
                GROUP BY `Week`
            ) T1
        )
    );",4.263492107391357
"
    What is the average height per position and the age range for each position?
    ","SELECT `Position`, AVG(`Height`) AS AverageHeight, MAX(`Year born`) - MIN(`Year born`) AS AgeRange FROM table_1_12962773_13 GROUP BY `Position`",0.04172271862626076
"
     What are the episode numbers, series numbers, titles, directors, writers, original airdates, and viewership (in millions) for episodes 371 through 415?
     ","SELECT `Episode #`, `Series #`, `Title`, `Director`, `Writer`, `Original airdate`, `Viewers (in millions)`
FROM `table_1_12976038_1`
WHERE `Episode #` BETWEEN 371 AND 415
ORDER BY `Episode #`
LIMIT 15;",0.18592533469200134
"
What are the average total viewers, earliest broadcast date, latest broadcast date, and number of episodes for each series?
","SELECT 
    `Series number`, 
    AVG(`Total viewers`) AS `Average viewers per episode`, 
    MIN(`Date of first broadcast`) AS `Earliest broadcast date`, 
    MAX(`Date of first broadcast`) AS `Latest broadcast date`, 
    COUNT(*) AS `Number of episodes`
FROM 
    `table_1_12995531_3`
GROUP BY 
    `Series number`
ORDER BY 
    `Average viewers per episode` DESC;",1.0958093404769897
"
    What is the winner and runner-up team for each year based on their ranking?
    ","SELECT `Year`, 
           MAX(CASE WHEN `Rank` = 1 THEN `Team Name` END) AS `Winner`,
           MAX(CASE WHEN `Rank` = 2 THEN `Team Name` END) AS `Runner-Up`
    FROM (
        SELECT `Year`, 
               `Rank`, 
               `Team Name`, 
               ROW_NUMBER() OVER (PARTITION BY `Year` ORDER BY `Rank`) AS `Ranking`
        FROM (
            SELECT `Year`, 
                   `Connecticut`, 
                   `Maine`, 
                   `Massachusetts`, 
                   `New Hampshire`, 
                   `Rhode Island`, 
                   `Vermont` AS `Team Name`, 
                   RANK() OVER (ORDER BY `Connecticut` DESC, `Maine` DESC, `Massachusetts` DESC, `New Hampshire` DESC, `Rhode Island` DESC, `Vermont` DESC) AS `Rank`
            FROM table_1_13011547_1
        ) t
    ) t2
    WHERE `Ranking` = 1
    GROUP BY `Year`;",10.0
"
What are the standings for each team including their position, club name, number of matches played, wins, draws, losses, points difference, bonus points, and total points?
","SELECT `Position`, `Club`, `Played`, `Won`, `Drawn`, `Lost`, (`Pts For` - `Pts Agst`) AS `Difference in Points`, `Bonus Points`, `Points`
FROM `table_1_13015539_1`",0.09497983753681183
"
Which teams have more points for than against, and what is their total number of wins in those games?
","SELECT 
    `Position`, 
    `Club`, 
    SUM(CASE WHEN `Pts For` > `Pts Agst` THEN 1 ELSE 0 END) AS `For Wins`,
    SUM(CASE WHEN `Pts For` = `Pts Agst` THEN 1 ELSE 0 END) AS `Even Points`,
    SUM(CASE WHEN `Pts For` < `Pts Agst` THEN 1 ELSE 0 END) AS `Against Wins`
FROM 
    `table_1_13018091_1`
GROUP BY 
    `Position`, 
    `Club`;",4.325084209442139
"
    Which clubs had the top two positions and what were their total points for and against?
    ","SELECT `Club`, SUM(`Pts For`) AS TotalPtsFor, SUM(`Pts Agst`) AS TotalPtsAgainst
    FROM `table_1_13018116_1`
    WHERE `Position` IN (2, 3)
    GROUP BY `Club`
    ORDER BY `TotalPtsAgainst` DESC;",0.009181585162878036
"
    Which counties had more than zero votes for others or less than 100 combined votes for Bush and those who didn't vote for either candidate?
    ","SELECT `County`, (`Kerry#` + `Bush#`) AS TotalVotes FROM table_1_1304443_2 WHERE `Others#` > 0 OR `Bush#` + `Others#` < 100;",0.07583348453044891
"
    What were the peak statistics (points, rebounds, assists, steals, and blocks) achieved annually from 1995 to 2012?
    ","SELECT `Year`, MAX(`Points`), MAX(`Rebounds`), MAX(`Assists`), MAX(`Steals`), MAX(`Blocks`)
     FROM table_1_13050003_3
     GROUP BY `Year`
     ORDER BY `Year` DESC;",0.12127882242202759
"
What is the ensemble's total medal count, average medal count, and performance level based on their total medal count compared to the average?
","SELECT 
    `Ensemble`,
    SUM(`Total Medals`) AS `Total_Medal_Count`,
    AVG(`Total Medals`) AS `Average_Medal_Count`,
    CASE 
        WHEN SUM(`Total Medals`) > AVG(`Total Medals`) * 2 THEN 'High Performance'
        ELSE 'Average Performance'
    END AS `Performance_Level`
FROM 
    `table_1_1305623_18`
GROUP BY 
    `Ensemble`;",0.36425885558128357
"
    What is the average GDP per capita, the maximum GDP, and the minimum area for the selected accession countries?
    ","SELECT AVG(T1.`GDP per capita (US$)`), MAX(T1.`GDP (billion US$)`), MIN(T1.`Area (km²)`)
    FROM `table_1_1307842_6` AS T1
    INNER JOIN (
        SELECT `Member countries`, `GDP per capita (US$)`
        FROM `table_1_1307842_6`
        WHERE `Member countries` IN ('Austria', 'Finland', 'Sweden', 'Accession countries')
    ) AS T2 ON T1.`Member countries` = T2.`Member countries`;",3.0527877807617188
"
Which seasons were chosen because they had unique seasons listed in the table?","SELECT `Season`, `Teams`, `Champion`, `Season MVP`, `Top Draft Pick`, `Rookie of the Year`, `All-Star Game`
FROM `table_1_13082900_1`
WHERE `Season` IN (
    SELECT DISTINCT `Season`
    FROM `table_1_13082900_1`
)",1.7849332094192505
nan,"SELECT `Year`, `Competition`, `Location`, `Event`, `Final-Rank`, `Final-Score`
FROM `table_1_13114949_3`
WHERE `Final-Score` > (
    SELECT AVG(`Final-Score`)
    FROM `table_1_13114949_3`
)",6.166273593902588
 How many seasons after 2008 had a finale date in a particular year?,"SELECT `Season`, strftime('%Y', `Season Finale Date`) AS `Year`, COUNT(*) AS `Number of Seasons`
    FROM `table_1_13133962_1`
    GROUP BY `Year`
    HAVING COUNT(*) > 1
    ORDER BY `Year`;",0.0
"
    What were the champions, margins of victory, and purses for playoff or one-stroke victories, sorted by year descending?
    ","SELECT `Year`, `Champion`, `Margin of victory`, `Purse ( $ )`
    FROM `table_1_13169136_1`
    WHERE `Margin of victory` IN ('Playoff', '1 stroke')
    ORDER BY `Year` DESC;",0.07369989156723022
"
What is the difference in U.S. viewers for each episode compared to the previous one?
","SELECT T1.`Title`, T1.`Original air date`, T1.`U.S. viewers (million)` - T2.`U.S. viewers (million)` AS `Viewership Difference`
FROM `table_1_13183076_3` AS T1
JOIN `table_1_13183076_3` AS T2
ON T1.`No.` = T2.`No.`;",0.04189933463931084
"
    How many games had support on Windows, 5th Generation consoles, 6th Generation consoles, handheld devices, and arcades?
    ","SELECT `Release`, `Title`, SUM(CASE WHEN `Windows` = 'Yes' THEN 1 ELSE 0 END) AS Windows_Support, SUM(CASE WHEN `5th Gen` = 'Yes' THEN 1 ELSE 0 END) AS Fifth_Gen_Support, SUM(CASE WHEN `6th Gen` = 'Yes' THEN 1 ELSE 0 END) AS Sixth_Gen_Support, SUM(CASE WHEN `Handheld` = 'Yes' THEN 1 ELSE 0 END) AS Handheld_Support, SUM(CASE WHEN `Arcade` = 'Yes' THEN 1 ELSE 0 END) AS Arcade_Support
    FROM table_1_1322914_1
    GROUP BY `Release`, `Title`
    ORDER BY `Release`;",9.067046165466309
"
Which player had the highest number of touchdowns and how many times did they block a kick?
","SELECT `Name`, `GP`, MAX(`TD`) AS Max_TD, MIN(`Blkd Kick`) AS Min_Blkd_Kick
FROM `table_1_13237088_28`",0.07001206278800964
"
    What was the best overall record for the season?
    ","SELECT `Week`, MAX(`Record`) AS `Best Record`
    FROM (
        SELECT `Week`, `Record`
        FROM (
            SELECT `Week`, `Record`
            FROM `table_1_13258806_2`
            ORDER BY `Week` DESC
            LIMIT 1
        ) AS BestRecord
    )
    GROUP BY `Week`",5.725611686706543
"
What were the games played during all weeks of the 1983 Seattle Seahawks season?
","SELECT `Week`, `Date`, `Opponent`, `Result`, `Game site`, `Record`, `Attendance`
FROM `table_1_13258876_2`
WHERE `Week` IN (
    SELECT DISTINCT `Week`
    FROM `table_1_13258876_2`
)",1.7944202423095703
"
What were the games where the team's record was 6-5 or higher?
","SELECT `Week`, `Date`, `Opponent`, `Result`, `Game site`, `Record`, `Attendance` 
FROM `table_1_13259019_2` 
WHERE `Week` IN (
    SELECT `Week` 
    FROM `table_1_13259019_2` 
    WHERE `Record` LIKE '%6-%%'
);",8.615955352783203
nan,"SELECT `Player`, `Country`, AVG(`Points`) AS Average_Points, MAX(`Points`) AS Highest_Points
    FROM `table_1_13282157_1`
    GROUP BY `Country`
    ORDER BY Average_Points DESC, Highest_Points DESC;",0.11459875106811523
"
What were the incumbents, reasons for vacancy (excluding ""Resigned"" and ""Disqualified""), appointed successors, dates of appointments, elected successors, and dates of elections for mayoral vacancies caused by resignation or disqualification?
","SELECT `Incumbent`, SUBSTR(`Reason for Vacancy`, INSTR(`Reason for Vacancy`, 'Resigned') + LENGTH('Resigned')) AS `Reason for Vacancy`, `Appointed Successor`, `Date of Appointment`, `Elected Successor`, `Date of Election`
    FROM `table_1_1329532_2`
    WHERE `Reason for Vacancy` LIKE '%Resigned%' OR `Reason for Vacancy` LIKE '%Disqualified%'
    ORDER BY `Date of Appointment` DESC;",5.2415971755981445
:,"SELECT `Directed by`, COUNT(*) AS Episode_Count
    FROM `table_1_13301516_1`
    GROUP BY `Directed by`
    ORDER BY Episode_Count DESC
    LIMIT 1;",0.023023497313261032
"
    Who is the player with the highest average weight and tallest height?
    ","SELECT `Player`, AVG(`Weight`) AS AvgWeight, MAX(`Height`) AS MaxHeight
    FROM `table_1_13312864_1`
    GROUP BY `Player`
    ORDER BY MaxHeight DESC, AvgWeight DESC
    LIMIT 1;",0.06975436210632324
"
    What is the average number of wickets and the highest economy rate among the best bowlers?
    ","SELECT `Best Bowling`, AVG(`Wickets`) AS AverageWickets, MAX(`Economy Rate`) AS MaxEconomyRate 
    FROM `table_1_13322378_10` 
    GROUP BY `Best Bowling` 
    ORDER BY AverageWickets DESC, MaxEconomyRate ASC;",0.026027340441942215
"
    What were the scores, home or away status, round, and competition for matches that ended with -20, -22, -12, or -16?
    ","SELECT `Competition`, `Round`, `Score`, `Home/Away`
    FROM `table_1_13328239_4`
    WHERE `Score` LIKE '%-20%' OR `Score` LIKE '%-22%' OR `Score` LIKE '%-12%' OR `Score` LIKE '%-16%'
    ORDER BY `Date` DESC;",3.7809598445892334
"
What are the episode numbers, their respective seasons, titles, directed by whom, written by whom, and original air dates for all episodes listed?
","SELECT `T1`.`No. in series`, `T1`.`No. in season`, `T1`.`Title`, `T1`.`Directed by`, `T1`.`Written by`, `T1`.`Original air date`
FROM `table_1_13336122_3` AS `T1`
WHERE `T1`.`No. in series` IS NOT NULL AND `T1`.`No. in season` IS NOT NULL",2.1831419467926025
"
    Which director has directed the highest number of episodes?
    ","SELECT `Directed by`, COUNT(*) AS EpisodeCount
    FROM `table_1_13336122_6`
    GROUP BY `Directed by`
    ORDER BY EpisodeCount DESC
    LIMIT 1;",0.01526462659239769
"
    What is the difference between Region 1 and Region 2 for DVDs with 2 discs?
    ","SELECT `Complete Series`, (`Region 1` - `Region 2`) AS `Difference Region 1 vs 2`
    FROM `table_1_1337525_1`
    WHERE `Number Of Discs` = 2 AND `Region 1` IS NOT NULL AND `Region 2` IS NOT NULL;",0.10269172489643097
": What are the building names, addresses, heights, and completion years for structures built in 1984, 1979, or 1968, sorted by height in descending order?","SELECT `Rank`, `Building`, `Address`, `Height`, `Storeys`, `Completed`
    FROM `table_1_13397394_1`
    WHERE `Completed` = 1984 OR `Completed` = 1979 OR `Completed` = 1968
    ORDER BY `Height` DESC;",0.48923733830451965
nan,"SELECT `Club`, `Played`, `Won`, `Drawn`, `Lost`, `Points for`, `Points against`, `Tries for`, `Tries against`, `Try bonus`, `Losing bonus`, `Points`
    FROM `table_1_13399573_3`
    WHERE `Points` = (SELECT MAX(`Points`) FROM `table_1_13399573_3`);",5.1658525466918945
"
    What is the total number of games played, wins, draws, losses, average points for, average points against, average tries for, average tries against, average try bonuses, average losing bonuses, and average total points for each club?
    ","SELECT `Club`, SUM(`Played`) AS Total_Plays, SUM(`Won`) AS Total_Wins, SUM(`Drawn`) AS Total_Draws, SUM(`Lost`) AS Total_Losses, AVG(`Points for`) AS Avg_Points_for, AVG(`Points against`) AS Avg_Points_against, AVG(`Tries for`) AS Avg_Tries_for, AVG(`Tries against`) AS Avg_Tries_against, AVG(`Try bonus`) AS Avg_Try_bonus, AVG(`Losing bonus`) AS Avg_Losing_bonus, AVG(`Points`) AS Avg_Total_points 
    FROM `table_1_13399573_4` 
    GROUP BY `Club`;",8.2169771194458
"
    What are the titles of the episodes and how many times each episode has repeated?
    ","SELECT `Title`, COUNT(*) AS Episode_Count
    FROM `table_1_13403120_1`
    GROUP BY `Title`
    ORDER BY Episode_Count DESC;",0.025763574987649918
"
What are the latest election year for each district, along with the incumbent's name, party affiliation, number of re-elections, retirements, and seat holds?","SELECT `District`, `Incumbent`, `Party`, 
            MAX(`First elected`) AS `Latest_Elected`, 
            COUNT(CASE WHEN `Results` LIKE '%Re-elected%' THEN 1 ELSE NULL END) AS `Re_Elected_Count`, 
            COUNT(CASE WHEN `Results` LIKE '%Retired%' THEN 1 ELSE NULL END) AS `Retired_Count`, 
            COUNT(CASE WHEN `Results` LIKE '%hold%' THEN 1 ELSE NULL END) AS `Hold_Count`
     FROM `table_1_1341423_13`",5.526623725891113
" SQLite Query Parameters: {}
    """"""
    question = """"""
    What were the results for each district, including whether they were re-elected or not?
    """"""

    return f""question: {question}""


# Example usage:
# print(translate_sqlite_query_to_question(sqlite_query, sqlite_query_params))
```","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Results` LIKE '%Re-elected%' THEN 'Re-election'
       END
FROM `table_1_1341423_20`",0.14498870074748993
"
    How many times did incumbents from each party win re-election in these Michigan House elections?
    ","SELECT `Incumbent`, `Party`, COUNT(*) AS Election_Count
    FROM `table_1_1341423_22`
    WHERE `Results` LIKE '%Re-elected%'
    GROUP BY `Incumbent`, `Party`
    ORDER BY Election_Count DESC;",0.03502514585852623
"
    How many times have each incumbent been re-elected grouped by their party?
    ","SELECT `Incumbent`, `Party`, COUNT(*) AS `Election Count`
    FROM `table_1_1341423_32`
    GROUP BY `Incumbent`, `Party`
    ORDER BY `Election Count` DESC;",0.015521381050348282
"
What district numbers were represented in the Ohio 2000 House of Representatives election data?
","SELECT `District`
FROM `table_1_1341423_35`;",0.11402976512908936
"
What is the count of elections for each party listed?
","SELECT `Party`, COUNT(*) AS Election_Count
FROM `table_1_1341423_36`
GROUP BY `Party`
ORDER BY Election_Count DESC;",0.019708942621946335
: What,"SELECT `Incumbent`, `Party`, COUNT(*) AS `Elections Held`
    FROM table_1_1341423_38
    WHERE `Results` LIKE '%Re-elected%'
    GROUP BY `Incumbent`, `Party`
    ORDER BY `Elections Held` DESC;",0.05147363618016243
"
    Which incumbent, their party, and election result show a hold or re-election for South Carolina districts?
    ","SELECT `Incumbent`, `Party`, `Results`
    FROM `table_1_1341423_40`
    WHERE `Results` LIKE '%hold%' OR `Results` LIKE '%Re-elected%'
    ORDER BY `First elected` DESC;",0.07865938544273376
"
     What are the districts, incumbents' names, parties, first elected years, results, and candidates for districts where incumbents were re-elected in 1996 or later?
     ","SELECT `District`, `Incumbent` AS `Incumbent Name`, `Party`, `First elected`, `Results`, `Candidates`
FROM table_1_1341423_43
WHERE `First elected` >= 1996 AND `Results` LIKE '%Re-elected%'
ORDER BY `District`;",0.13029244542121887
"
What is the count of re-elections and gain elections for each incumbent across different districts?
","SELECT `District`, `Incumbent`, `Party`, `First elected`,
       COUNT(CASE WHEN `Results` LIKE '%re%' THEN 1 END) AS `ReElections`,
       COUNT(CASE WHEN `Results` LIKE '%gain%' THEN 1 END) AS `GainElections`
FROM `table_1_1341423_46`
GROUP BY `District`, `Incumbent`, `Party`, `First elected`;",4.547628879547119
"
    How many times have incumbents who were re-elected held their seats?
    ","SELECT `Incumbent`, `Party`, COUNT(*) AS `Elections Held`
    FROM `table_1_1341453_11`
    WHERE `Results` LIKE '%Re-elected%'
    GROUP BY `Incumbent`, `Party`
    ORDER BY `Elections Held` DESC;",0.03471377119421959
"
     What were the party affiliation and the year of first election for the incumbent who was re-elected in 1998?
     ","SELECT `Incumbent`, `Party`, `First elected`, MAX(`Results`) FROM `table_1_1341453_22`",0.07794544100761414
"
What is the incumbent's district, party, first elected year, and the name of the new incumbent along with their party for each election cycle?
","SELECT T1.`District`, T1.`Incumbent`, T1.`Party`, T1.`First elected`, 
           T2.`Incumbent` AS `New Incumbent`, T2.`Party` AS `New Party`
    FROM `table_1_1341453_32` AS T1
    LEFT JOIN `table_1_1341453_32` AS T2 ON T1.`District` = T2.`District` AND T1.`First elected` = T2.`First elected`",0.823898434638977
"
What are the incumbent, their party, how long they have been first elected, and the latest year they were first elected?
","SELECT 
    `Incumbent`, 
    `Party`, 
    `First elected`, 
    `Results`, 
    MAX(`First elected`) AS `First elected` 
FROM `table_1_1341453_34`",0.08353987336158752
"
    How many times have incumbents who were re-elected held office?
    ","SELECT `Incumbent`, `Party`, COUNT(*) AS `Elections Held`
    FROM `table_1_1341453_44`
    WHERE `Results` LIKE '%Re-elected%'
    GROUP BY `Incumbent`, `Party`
    ORDER BY `Elections Held` DESC;",0.041359540075063705
"
    What are the incumbent names, their parties, the last election year they were first elected, and the majority party based on whether they held their seat or not?
    ","SELECT 
        `District`, 
        `Incumbent` AS `Incumbent Name`, 
        `Party`, 
        CASE 
            WHEN `Results` LIKE '%hold%' THEN 'Republican'
            ELSE 'Democrat'
        END AS `Majority Party`,
        MAX(`First elected`) AS `Last Election`
    FROM 
        `table_1_1341453_51`
    GROUP BY 
        `District`, 
        `Incumbent`, 
        `Party`
    ORDER BY 
        `Last Election` DESC;",0.32971230149269104
"
What were the results of the United States House of Representatives elections in 1998 for each district?","SELECT 
    `District`, 
    `Incumbent`, 
    `Party`, 
    `First elected`, 
    `Results`, 
    `Candidates` 
FROM 
    `table_1_1341453_7`;",0.0964910089969635
"
What is the number of candidates for each district where the incumbent was re-elected?","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` = 'Re-elected' THEN 'Re-elected'
           ELSE 'Not Re-elected'
       END AS `Result Type`, 
       COUNT(`Candidates`) AS `Number of Candidates`
FROM `table_1_1341472_12`
GROUP BY `District`, `Incumbent`, `Party`, `First elected`, `Result Type`
ORDER BY `District`;",3.476087808609009
"
    How many times did each incumbent win grouped by party?
    ","SELECT `Incumbent`, `Party`, COUNT(*) AS `Election Count`
    FROM table_1_1341472_15
    GROUP BY `Incumbent`, `Party`
    ORDER BY `Election Count` DESC;",0.031584303826093674
"
    What are the last election year, party, and number of re-elections for each district where the incumbent was re-elected?
    ","SELECT `District`, `Party`, MAX(`First elected`) AS Last_Elected, COUNT(*) AS Number_Reelections
    FROM (
        SELECT `District`, `Party`, `First elected`, CASE WHEN `Result` LIKE '%Re-elected%' THEN 1 ELSE 0 END AS ReElection
        FROM `table_1_1341472_34`
    )
    WHERE `ReElection` = 1
    GROUP BY `District`, `Party`
    ORDER BY `Last_Elected` DESC;",3.8618314266204834
"
How many times did incumbents get re-elected by party?
","SELECT `Incumbent`, `Party`, COUNT(*) AS `Election Count`
    FROM `table_1_1341522_36`
    WHERE `Status` LIKE '%Re-elected%'
    GROUP BY `Incumbent`, `Party`
    ORDER BY `Election Count` DESC;",0.05531879886984825
"
    How many incumbents who retired have been re-elected?
    ","SELECT `Incumbent`, `Party`, COUNT(`Opponent`) AS `Number of Incumbents Retired`
    FROM `table_1_1341522_41`
    WHERE `Status` LIKE '%Retired%'
    GROUP BY `Incumbent`, `Party`;",0.028408456593751907
"
     Which districts are included in the given table?
     ",SELECT `District` FROM table_1_1341549_33,0.017909590154886246
"
    How many times did each opponent win re-election according to the data?
    ","SELECT `Opponent`, COUNT(*) AS `Re-Election Count`
    FROM `table_1_1341568_34`
    WHERE `Status` LIKE '%Re-elected%'
    GROUP BY `Opponent`
    ORDER BY `Re-Election Count` DESC;",0.026219598948955536
 What were the election statuses and opponents for each district?,"SELECT `District`, `Incumbent`, `Party`, `Elected`, 
           CASE 
               WHEN `Status` LIKE '%Re-elected%' THEN 'Re-election'
               ELSE `Status`
           END AS Election_Status, 
           MAX(CASE 
                   WHEN `Opponent` IS NOT NULL THEN `Opponent`
                   ELSE 'No Opponent'
               END) AS Opponent 
    FROM `table_1_1341568_44` 
    GROUP BY `District`, `Incumbent`, `Party`, `Elected`, Election_Status 
    ORDER BY `District`;",4.2534098625183105
"
What are the districts, incumbents, parties, election years, statuses, and opponents for all seats listed?
","SELECT `District`, `Incumbent`, `Party`, `Elected`, `Status`, `Opponent`
FROM `table_1_1341568_6`;",0.0706859678030014
:,"SELECT `District`, `Incumbent`, `Party`, MAX(`First elected`) AS `Last_Elected`
    FROM table_1_1341577_14
    GROUP BY `District`, `Incumbent`, `Party`
    ORDER BY `Last_Elected` DESC;",0.5452861785888672
"
    What were the districts where incumbents were re-elected in 1988?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN `Result` LIKE '%Re-elected%' THEN 'Re-elected'
               ELSE 'Not Re-elected'
           END AS `Result_Type`
    FROM `table_1_1341577_22`
    WHERE `District` IN (
        SELECT DISTINCT `District`
        FROM `table_1_1341577_22`
        WHERE `Result` LIKE '%Re-elected%'
    )
    ORDER BY `First elected` DESC;",5.177377700805664
"
Which districts had incumbents who were re-elected and which party won those elections?","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
       CASE 
           WHEN `Result` LIKE '%Re-elected%' THEN 'Re-election'
           ELSE 'Election Loss'
       END AS Election_Outcome,
       MAX(CASE WHEN `Candidates` LIKE '%(D)%' THEN `Candidates` END) AS Winning_Democrat,
       MAX(CASE WHEN `Candidates` LIKE '%(R)%' THEN `Candidates` END) AS Winning_Republican
FROM `table_1_1341577_34`;",4.488400459289551
"
    What were the incumbent, their party affiliation, first elected year, result, and candidates for seats that were re-elected, sorted by their first elected year in descending order?
    ","SELECT `Incumbent`, `Party`, `First elected`, `Result`, `Candidates`
     FROM `table_1_1341577_36` 
     WHERE `Result` LIKE '%Re-elected%' 
     ORDER BY `First elected` DESC;",0.09443771839141846
"
    Which districts had incumbents who were re-elected or won by a Democratic gain?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN `Result` LIKE '%Re-elected%' THEN 'Re-Elected'
               ELSE 'Not Re-Elected'
           END AS `Status`
    FROM `table_1_1341577_44`
    WHERE `Result` LIKE '%Re-elected%' OR `Result` LIKE '%Democratic gain%'
    ORDER BY `First elected` DESC;",4.968096733093262
"
Which districts had incumbents who either died or retired in 1986?
","SELECT 
    `District`, 
    `Incumbent` AS `Old Incumbent`, 
    `Party`, 
    `First elected`, 
    CASE 
        WHEN `Result` LIKE '%death%' THEN 
            CONCAT(`Incumbent`,' died and ', `Incumbent` IN ('Lane Evans', 'Phil Crane'))
        ELSE NULL
    END AS `New Incumbent`, 
    `Candidates`
FROM 
    `table_1_1341586_14`",0.3490350842475891
"
    What were the results for districts where incumbents were re-elected or not re-elected, excluding unopposed races and retirements?
    ","SELECT `District`, `Incumbent`, `Party`, `First elected`, 
           CASE 
               WHEN `Result` LIKE '%Re-elected%' THEN 'Re-Elected'
               ELSE 'Not Re-Elected'
           END AS `Result_Type`
    FROM `table_1_1341586_36`
    WHERE `Result` NOT LIKE '%Unopposed%' AND `Result` NOT LIKE '%retired%'
    ORDER BY `First elected` DESC;",5.302932262420654
